Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2014-12-10,Tonkolili,Tane,Patifu Maboboh,Rofunkeh,NA,0,1,Head Man,Medium,The government should provide treatment centers in every village.,How is Ebola spreading," Eating of bush meat, washing of dead body,touching of dead body","Any touching is prohibited, no strangers is allow in the community",NA,People will regect these bye laws
2014-12-10,Tonkolili,Yoni Yoni,Mile 91,Do Compound,NA,0,1,Teacher,Medium,let the government help we the community people,the government said  that Ebola has no medicine but why people survive,"Eating bush meat,touching the sick,burial dead bodies,hand shaking",Sick people must visit the health center. No touching and washing of dead person.,let the government include our community people to take part in the burial team,It is not easy for them to carry all the action plan they need to look after them
2014-12-10,Tonkolili,Yoni Yoni,Mamaka,Masabay,NA,1,1,Head man,High,Food shoould be provided for them because of the locked down,Why there is no drugs for Ebola and yet people should go for treatment,"Touching sick people,burial of dead,hand shaking,Accomodating strangers","Regular hand washing,no accomodation of strangers,no hand shaking,Avoid touching sick people",members of the community should be trianed to join the burial team,"none at all,because they are willing to join in thee fight against Ebola"
2014-12-10,Tonkolili,Yoni Yoni,Foindu,Matamba,NA,1,1,NA,High,we need the medicine that will cure the virus,what distance do we have to keep away from people suspected of having Ebola,"Washing dead body,Touching of an affected person",Sick people must visit the health center. No touching and washing of dead person.,it is said that early treatment lead to early survival,NA
2014-12-10,Tonkolili,Yoni Yoni,Patifu,Matombar,NA,1,1,Head Man,Very High,Sierra Leone people need to come together as one to fight Ebola,Iwant to know if Ebola isa water born disease,Lorging of strangers,"No loging of stranges,Sick person should report",NA,"Chick point,The man power,Lack of training"
2014-12-10,Tonkolili,Yoni Yoni,Roruks,Mayarah,NA,1,1,Youth Leder,High,we as community membersare pray that let the Ebola virus have special medication,We as sierra leonean what will be our faith after Ebola,NA,"No visit qurantine homes,no visit of burial,no sicrit burial",There should be many holding center,"No food during the process,no flash light,and the comittment from youth"
2014-12-11,Bo,Badjia,Fallay,Bumpewo,NA,1,1,youth leader,High,the community people should have their own burial team,Is there any vaccine for ebola?,"by eating the bush meat, body contact",hand washing,The government should provide chlorine for rural communities,the expect us to buy topup or credit for the village champion
2014-12-11,Bo,Badjia,Damai,Dambala,NA,1,1,Town speaker,High,Re-opening of schools,when will ebola comes to an end?,"visiting burial homes, eating bush meat",avoid feating bush meat,the community want the government to supply them PPE so that they can easilgy attend to the sick,community need follow up to effect the action plan.
2014-12-11,Bo,Badjia,Njagbahun,Kebawama,NA,1,1,Teacher,High,the radio sensitization is not enough for the erradication of ebola,why we should not burry our own dead when they die of not having ebola,"by touching the sick,dead.",sick person should be reported to  the health center,the community people are saying that they should have their own trained burial team,poor network in the community
2014-12-11,Bo,Badjia,Sei,Ngiehun,3weeks,1,1,Sectional Youth leader,Very High,"The restriction of movement, the dead are not treated with respect by the burial team.",when will ebola end? When will schools reopen?,"Through body contact, visiting ebola patient, washing dead bodies",strangers are not allow to visit or past  the night in the community.,Government should train people at chiefdom or sectional level and give them the necessary equipment to buried their dead.,community need follow up to effect the action plan.
2014-12-11,Bo,Badjia,Kpallay,Njandama,NA,1,1,ordinary citizen,High,Restriction of movement from one place to an other due to the ebola,Is there any vaccine for ebola?,"Touching of sick people and the dead, allowing strangers from ebola prone areas",Strangers are not allowed to stay in the community,Government to train people at chiedom level to be part of the burial team,"Difficult to get community members on board, community need follow up enforce the action plan."
2014-12-11,Bo,Bagbe,Nyawa,Njala Kendima,NA,1,1,0rdinary citizen,High,the government should allowed school to be reopen,Why the burial team do spray patient before taking to the hospital,"Eating of bush meat, washing the dead, hand shaking,","Isolation of the sick person, no burial should be conducted by community members",the government should open school,poor netwok coverage
2014-12-11,Bo,Bagbo,Tisssana,Folla,4 weeks or more,1,1,Member,High,"They want to know ,how will Restless give support to the village link",When is  Ebola going to  end in our country,By sharking hands/washing the dead.,People should not shake hands in the church or mosque.,The government should recruit people from their communities to be part of the burial team.,The participation of female was very low.
2014-12-11,Bo,Bagbwe,Nyalla,Gibina,NA,1,1,ordinary citizen,Very High,We are happy to received the mobilizers,When ebola will end?,"washing dead bodies,visiting quarintine homes",No strangers are allow to stay in the community,The government should enforce bye laws in fretown,Poor network coverage
2014-12-11,Bo,Bagbwe,Jongo,Kondiama,NA,1,1,Contact Tracer,High,The only way to eradicate ebola is to keep the bye laws,What will government do with regards eduction after ebola?,"Public or social gathering, eating of bush meat","washing the dead body,avoid body contact, frequent hand washing, regular testing of temperature",Ebola is a man made disease that is killing people rapidly,stimatization of community champion
2014-12-11,Bo,Bagbwe,Kemoh,Kpetema,NA,1,1,Community Champion,high,the government should allowed school to be reopen,Why all death cases are now ebola suspected?,"Through washing dead bodies, visiting funeral homes, touching sick people","Do not wash dead bodies, no public gathering",No body can stop ebola except God,Poor network coverage
2014-12-11,Bo,Bagbwe,Samawa,Vengema,NA,1,1,ordinary citizen,High,We need to with our chiefs so that we can kick ebola from this community,Is there any vaccine for ebola?,"washing the dead before calling 117, accomodating strangers without knowing their health status",No stranders are allow to spent the night in the community,Obeying the bye laws has help us greatly not to catch the virus,No obstacles the people are obeying the bye laws
2014-12-11,Bo,Baoma,Upper Patalo,Gbahun,4 weeks or more,1,1,Laison officer,Medium,If every one maintain the bye law they will eradicate Ebola.,When will school going to reopen?,Washing of dead bodies is a high risks of cataching ebola,Regular cleaning of the town and avoid washing the dead.,"They said ,they will strick by all the bye laws made",Asking for top up for communication.
2014-12-11,Bo,Baoma,Mawojeh,Gbinima,4 weeks or more,1,1,Women leader,High,The government shuold support all survivor.,"What will the government do for survivor,after Ebola.",By washing the dead body and visiting the sick.,Dont not the dead the dead bodies of any kind.,They need women to be part of the burial team.,The participation of youth  was very low.
2014-12-11,Bo,Baoma,Sonnah,Guallu,4 weeks or more,1,1,Member,Very High,If every one maintain the bye law they will eradicate Ebola.,When is  the end time of ebola .,Washing the dead at home with out calling the burial team,Dont not the dead the dead bodies of any kind.,Some member of the community were saying Ebola in sierra leone is man made.,Their expectation in trems of support.
2014-12-11,Bo,Baoma,Lower Pataloo,Kormende,2-3 weeks,1,1,Member,High,When will the government give allow us eat bush meat.,The government should try to give helping hands to the families that are affected by Ebola,"Avoid body contact,washing the dead and attending to sick people.",Avoid unsafe burial in the community.,The should be provision of health centers.,The expectection of the community is high.
2014-12-11,Bo,Baoma,Njeima,Niama,2-3 weeks,1,1,youth leader,High,"They think Ebola should come to an end in December,but not at all why?",If after ebola they will eating bush maet?,Washing the dead bodies,That no body should take care of the sick at home,They have been giving flase promises to have their support in communities.,They realy need health facility in their community because the clinic is far from them.
