Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
2015-03-14,Bonthe,NA,NA,Njagbema,1,It is the Government policy to do so,NA,People refred all sick people to the nerest health centres,Smau; when will the presendent lift the state of emergency.,NA
2015-03-14,Bonthe,NA,NA,Gidda,1,They are will protected ,NA,They now call the embulance for any emergency.,LalCtbaray; What should be don to stop Ebola.,NA
2015-03-14,Bonthe,NA,NA,Bissao,1,They pray for their love ones,NA,Hand washing washing has been part of their culture now in their community,Ro-Kupr Wosie; We want Government to set up treatment center in kambia district.,NA
2015-03-14,Bonthe,NA,NA,Wulai,1,The want the zero Ebola.,NA,They no longer wash dead bodies or perform any secrit burial in their community.,Ro-Bekeh; We need enough doctors and medcin in all health ceners as schools have opened now.,NA
2015-03-14,Bonthe,NA,NA,Senehun,1,Burial team come on time.,NA,No death occur since October.,NA,NA
2015-03-14,Bonthe,NA,NA,Mongerewa,1,Burial team arrived on time,NA,People acceptance of safe and dignifed burial.,NA,NA
2015-03-14,Bonthe,NA,NA,Lobaima,1,Burial was conducted in their pressen,NA,They now allow for a safe burial.,NA,NA
2015-03-14,Bonthe,NA,NA,Vaama,1,Prayers were prayed on their dead.,NA,No case of sick or death since last November.,NA,NA
2015-03-14,Bonthe,NA,NA,Ngbjema,0,NA,NA,Community members has become very corperative in irradicating E.V.D,NA,NA
2015-03-14,Bonthe,NA,NA,Semabu,0,NA,NA,Every members of the community has become a neihhbohold watch.,NA,NA
2015-03-14,Bonthe,NA,NA,Lablama,0,NA,NA,ommunity initiate ideas to complement Government effort.,NA,NA
2015-03-14,Bonthe,NA,NA,Salina,1,They prevent us from not getting the sick,NA,The biggest change is the calling of 117 in their community,Modia;Let ebola end.,NA
2015-03-14,Bonthe,NA,NA,Mokaiwa,1,They are train and qualify,NA,The biggest change in this community is requlas hard washing,Mamboi; Let schools open for our children they are tired of seting at home.,NA
2015-03-14,Bonthe,NA,NA,Komende,1,That is the low we go according to the law,NA,The biggest change in this community is no washing of death body.,Rogbom; We want Ebola to come to and end.,NA
2015-03-14,Bonthe,NA,NA,Levuma,1,That is one of the ways to show that we are citizens of this country,NA,The biggest change in this community is the washing of hands,Samaya; Lt Government provides medicens that will cure Ebola.,NA
2015-03-14,Bonthe,NA,NA,Mosogal,1,Becaause the burial team do the burial with care and respect.,NA,The community people are really implemenint the bye-laws pasitively as due to our sensization world.,Baomahun; concerns; the community people said they need food supply from the Government.,NA
2015-03-14,Bonthe,NA,NA,Baba,1,Because the burial team now allow family member to pray on the dead.,NA,The community people now has the awearness about ebola on how to prevent their community as will as sierra leonefrom ebola viorus.,Bumpe; The said the government should provide them with agricultural tools and equpiment.,NA
2015-04-07,Kailahun,NA,NA,Gbahama,1,the community is ready to work with the burial team,NA,no death or sick has been reported,NA,NA
2015-04-08,Kailahun,NA,NA,Tokpoima,1,the community is aware of the burial team,NA,no death has been reported to us since last month,NA,NA
2015-04-09,Kailahun,NA,NA,Bandajuma,1,the community is not allow to bury the dead,NA,no sick or deathhas been reported since last month,NA,NA
2015-04-10,Kailahun,NA,NA,Foobu,1,the community should report all death cases,NA,"now,we are receiving goods from Kenema and Daru to our community",NA,NA
2015-04-07,Kailahun,NA,NA,Kporbu,1,because the burial team give respect and safe burial to the dead,NA,pregnant women are attending health facility in their numbers,NA,NA
2015-04-08,Kailahun,NA,NA,Nyadahun,1,the family and religious leaders were able to view the burial team,NA,"people are going to the health facility immediately if someone have a sudden fever,diarrhoea or vomiting",NA,NA
2015-04-09,Kailahun,NA,NA,Buduma,1,the community first accepted the burial team then they carryout their process,NA,the community members referrd sick person to health centre in their numbers,NA,NA
2015-04-10,Kailahun,NA,NA,Tambeyama,1,because the burial team give safe and dignified burials,NA,pregnant women are attending health facility in their numbers,NA,NA
2015-04-01,Kailahun,NA,NA,Mamutu,1,"Yes, every one is saft ",NA,The rate of ebola case in our community is the biggest change ,Since the start of this out break we have never get a case in this mamutu community. All we need now is the reopening of schools,NA
2015-04-02,Kailahun,NA,NA,Bolelu,0,Yes to protect ourselves,NA,The rate of ebola case in our community is the biggest change ,"How is the educational system going to be like this year, because our children are not attending and some the girls has goten pregnate",NA
2015-04-03,Kailahun,NA,NA,Loama,0,Yes it is saft and can protect us a lot,NA,Both death and sick case has reduce in our community,When will this ebola disease end in our country from he people of bubengu community ,NA
2015-04-04,Kailahun,NA,NA,Bubengu,0,NA,No because they do not respect our loves one,The rate of ebola case in our community is the biggest change ,"The treatment procedures says, surviors should not have sexual intercause for three months but they are not camp for a period of time WHY;",NA
2015-04-01,Kailahun,NA,NA,Keledu,1,It was encouraging because they did well,NA,Our women and children now go to visit the healthcenter for treatment,NA,NA
2015-04-02,Kailahun,NA,NA,Kposolo,1,The community was satisfied,NA,The people are now happy because there loved ones are now coming home,NA,NA
2015-04-03,Kailahun,NA,NA,Foiou,1,They did well because they came on time,NA,People are always at the treatment center for treatment of any sickness,NA,NA
2015-04-04,Kailahun,NA,NA,Nyehun,1,They team allowed the people to pray on the dead,NA,The people are now happy because there loved ones are now coming home,NA,NA
2015-04-01,Kailahun,NA,NA,Kangama,1,Because they are the one to do it for now,NA,Since our last visit the people are have undertsand what is ebola and how it can kill badly,How is the  government and ministry of education will handle the educational system and the academic year for our school going children  in sierraleone,NA
2015-04-02,Kailahun,NA,NA,Boama,1,Because we do not have the perso0l protective equipment [P.P.E],NA,Since our last visit the community members are hearing the sub-silent about the ebola virus disease,Also how is the government going to do for the farmers in sierraleone,NA
2015-04-03,Kailahun,NA,NA,Boko,1,Because we do not have the knowelege how to conduct the burial,NA,Since our last visit the people now know the signs and symptoms of ebola virus disease  ,Farmers who have also lost their farming job since the out break,NA
2015-04-04,Kailahun,NA,NA,Hundonin,1,Because they can protect us from this deadly ebola virus,NA,The people now understand what is ebola and how it can kill,We all want to know when will this ebola disease end in this country,NA
2015-04-07,Kailahun,NA,NA,Fowaya,1,"Yes,The people are satisfied with the team",NA,To us here the ebola case is very low,NA,NA
2015-04-08,Kailahun,NA,NA,Salina,1,We are now saft from ebola,NA,In this community we have not experise any case since this out break,NA,NA
2015-04-09,Kailahun,NA,NA,Lilema,1,They are well train in their job,NA,The people are happy for the zero case but when school repoened,NA,NA
2015-04-10,Kailahun,NA,NA,Mosamba,1,The allowed the people to pray on the dead,NA,We are happy for the zero case please papa government let it continued till the end,NA,NA
2015-04-01,Kailahun,NA,NA,Hundonin,1,Because they team  do not ask for anything like money or Food form the community,NA,All the people were willing for the healthworkers to take their temperature readings,No other concerns  or questions from the communities yet,NA
2015-04-02,Kailahun,NA,NA,Pumdonin,1,Because they team allowed us to say prayers for the dead,NA,The people wecome the idea of regular temperature readings in the community,NA,NA
2015-04-03,Kailahun,NA,NA,Belebeinday,1,Because there was a free flow of communication between the team and the community,NA,The people wecome the idea of regular temperature readings in the community,NA,NA
2015-04-04,Kailahun,NA,NA,Bandanin,1,Because the team did their work as they were expected of,NA,The people wecome the idea of regular temperature readings in the community,NA,NA
2015-02-10,Kailahun,NA,NA,Gbekeya,1,They are satisfied because the burial team come on time,NA,With our regular visit in the community has made the community to have on organised system of by laws in the community,NA,NA
2015-02-11,Kailahun,NA,NA,Ndoeku Beonu,1,Because the government are not allowing there to burie their relatives ones,NA,It was not easy for the community to gather,NA,NA
2015-02-12,Kailahun,NA,NA,Buimu,1,Because the burial team allow the community to obsaved the way the areas their relatives ones,NA,We thanks you for visiting our community visiting us in this community have make us change now we are washing our hands with soap and water,NA,NA
2015-02-13,Kailahun,NA,NA,Kebrama,1,Because the burial team did not allow them to wash their dead bodies,NA,We now pratice the by-laws that has been put in place together with you people,NA,NA
2015-02-10,Kailahun,NA,NA,Gardorhun,NA,"No  because, they donâ€™t want their love ones to be burried  with plastic",NA,the biggest change is that the community people are practising neighborhood watch to see that the bye-laws are maintained,NA,NA
2015-02-11,Kailahun,NA,NA,Taamba,1,"Because the present burial procedures is not used to us, we belive in our traditio0l way of burring",NA,the biggest change is that people are now going to hospitals for treatment,NA,NA
2015-02-12,Kailahun,NA,NA,Jaama,1,Because this can help to kick  ebola out from our country ,NA,the biggest change is that the visit of restless community mobilisers have made the community members to maintained the by laws,NA,NA
2015-02-13,Kailahun,NA,NA,Majama,1,Because this is one method of keeping the community safe from ebola,NA,"The biggest change is that since ebola is decreaseing, people are now going about with their normal business such as farming and putting up new structures",NA,NA
2015-02-10,Kailahun,NA,NA,Sekenema,1,Implemented,NA,"they can now allow stranger, but you are not to sleep in the community.",NA,NA
2015-02-11,Kailahun,NA,NA,Boama Nyilla,1,sartisfy,NA,call 117 for any burrial case,NA,NA
2015-02-12,Kailahun,NA,NA,Foya,1,sartisfy,NA,All the bye-laws were implemented,NA,NA
2015-02-13,Kailahun,NA,NA,Gbatorma,1,Implemented,NA,they cannot attende any funerial untill after ebola,NA,NA
2015-02-10,Kailahun,NA,NA,Tagbevu,0,NA,the burial team did not allow the family members to wash the corpse,"Donâ€™t touch one another,and frequent hand washing",NA,NA
2015-02-11,Kailahun,NA,NA,Niaguihun,1,the family members were allowed to offer prayers and to escourt to the cemetry,NA,Donâ€™t touch and wash your hands when you visit one another,NA,NA
2015-02-12,Kailahun,NA,NA,Sengema,1,The procedures of dignified burial was put in practise,NA,"No hand shaking, no burial visitation of burial homes",NA,NA
2015-02-13,Kailahun,NA,NA,Blama,0,NA,the burial team does not wash the decease and family members were not allowed to go closer,"Hand washing with soap frequently,donâ€™t touch of sick person",NA,NA
2015-02-10,Kailahun,NA,NA,Gborabu,1,To complement government and the health workers in fighting against the deadly diseases. The is well satisfied with the burial team conducted the burial and also not spreading the virus.,NA,"The biggest changes since our last visit in the community , sick person are now refered to the health center as immediate effect,death and confirm cases and restricted movement on ebola fight in the country has reduced with the effort of health workers.",NA,NA
