Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2014-11-28,Port Loko,Koya,Foredugu,Masumana,4 weeks or more ,1 ,1 ,Farmer ,Very High ,Ebola must come to an end ,How to prevent Ebola ,Washing dead bodies affected with Ebola ,Restriction of movement from am to pm everybody should stay indoors. No bike rider IA allow after pm ,Love and sympathy will lead one to get infected with the EVADE ,The implementation of thew action plan will be a problem. 
2014-11-28,Port Loko,Koya,Rosarr,Mayamba Pathaka,4 weeks or more ,1 ,1 ,Head Man ,High ,Why woman are the route way of getting Ebola. ,They are Kindly requesting if there a way to help them with Hand washing material ,Body contact. ,No strangers is allow in th community. No community member is allow to visit another community. ,A community members ask if they will be allowed to visit other community but he was taken to the bye laws that says no community member should visit other community. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-28,Port Loko,Koya,Ro-Bia,Mayoko,4 weeks or more ,1 ,1 ,Community Champion ,High ,They concern about their people that was taken to the hospital and were not returned again. They asked them to stay at home and now no food stuff. ,No Question ,Body contact ,No funeral attendance No community Burial All strangers must report to the appropriate authorities No washing of dead bodies. ,Delay of the health workers to quarantine the homes after taken sick person and the delay in response of the 117 ,The obstacles is the fact that he community people have to feed and have to go out to find food. 
2014-11-28,Port Loko,Koya,Rokel,Rawarreh,4 weeks or more ,1 ,1 ,Chief ,Very High ,People are taken to the hospital and never return back. ,Why is it that pregnant woman are not care for because of the fear of Ebola ,Buried of the dead. Touching sick person. ,No shaking of hands. No Traditional healer is allow ,The old age people are afraid to visit the hospital they said they will confirmed it to be Ebola. ,No Concern 
2014-11-28,Port Loko,Koya,Gbabai,Ro-Lal,4 weeks or more ,1 ,1 ,Community Champion ,High ,The burial team failed to comply in various infected communities ,When will Ebola end ,Body Contact ,No stranger is allow and No body contact ,Since the government imposed laws on movement we need help on food. ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-28,Port Loko,Koya,Magbeni,Rogbom Fetheri,4 weeks or more ,1 ,1 ,Teacher ,High ,Our councilor do not consider us in developmental issue we have no modern hand washing equipment We want to be part of this fight ,Before Ebola we were experiencing this same signs and symptom ,NA ,NA ,NA ,NA 
2014-11-28,Port Loko,Koya,Ro-Sanda,Rogboreh,4 weeks or more ,1 ,1 ,Youth ,Very High ,pure drinking water is mostly needed by the community ,How is Ebola transfer and how one can prevent himself from getting ED ,Hand shaking. Washing the dead. ,No body contact. No public gathering in the community. ,They have decided to make tip tap to be washing hands regularly ,No obstacle the community have the capacity to carry out all their action plans. 
2014-11-28,Port Loko,Koya,Benkia,Rothcomp,4 weeks or more ,1 ,1 ,Youth ,Medium ,The people said that there is no health center closer to them and they are told not to buy medicine from non-doctors. Therefore how can they get ORS and Pandora for first aid treatment. ,NONE ,Eating bush meat and touching the sick ,The regent chief made available a copy of the bye laws for all villages within his supervision which was confirmed in all the villages we trigger in the section. ,NA ,They are bit stubborn and skeptical to work it their action plans but I will be monitoring them via hon calls. 
2014-11-28,Port Loko,Koya,Roponka,Rowal,4 weeks or more ,1 ,1 ,Youth ,High ,The concern of the community is that to stay commuted to fight the Ebola not to enter their village. ,Is a Ebola A sick on it own or a combination of other sick put together and called Ebola ,Washing of dead bodies Attending funeral caring for the sick person eating of bush meat and burning the death. ,No strangers are allowed to fetch water from their well No late earing in the village No hosting of strangers without the notification of the head man. ,They want the government to provide them a health center in case of Emergency ,They have been executing this action plans before our intervention and they are capable to continue with it. 
2014-11-28,Port Loko,Maforki,Sanda,Davies Street,NA ,1 ,1 ,Champion ,Very High ,lost of their love ones during the Ebola ,when will Ebola ends in the community ,body contact ,strangers are not allowancing of hands with soap and water ,Government should help women on micro-credit ,ready to do the work 
2014-11-28,Port Loko,Maforki,Kabatha,Kattie,NA ,1 ,1 ,Asst Head Man ,High ,when will Ebola end in this country ,what will government do schools that are closed for now ,body contact washing of dead speedboating bush meat ,no hand shaking no strangers hand washing ,when will schools reopened ,the cost of living 
2014-11-28,Port Loko,Maforki,Mathera,Laminaya,NA ,1 ,1 ,Head Man ,Medium ,that they will follow all the laws set by government ,What type of soap they should use for the hand washing ,Sweating and hand washing ,No strangers are allowed in the community ,that Ebola is a killer disease and soul be avoided ,they will try based on their readiness 
2014-11-28,Port Loko,Maforki,Falaba,Lower Falaba Road,4 weeks or more ,1 ,1 ,Asst Head Man ,Very High ,they are not happy the way their burial their people ,why the signs are similar to that of other illness ,Entrepreneurial of the dead body contact ,No washing of dead person no strangers allowed with out the approval of the chiefs ,The community are not happy the way the medical team are treating them in caring for the sick ,how to aces the chlorine is their challenge 
2014-11-28,Port Loko,Maforki,Sendugu,Lungi Road,NA ,1 ,1 ,Head Man ,Medium ,people are pleading to the government to fight the sick and help the young ones ,will Ebola en in December ,washing of dead breathtaking care of the sickbay contraindicating funerals ,no strangers are allowed touching in the communicability body contacts community burial ,any body fail to abide to the rules of Ebola that person will be punish ,ready to do the work 
2014-11-28,Port Loko,Maforki,Maforay,Mabalie,NA ,1 ,1 ,Youth Leader ,Medium ,no respect for the dead ,when will Ebola ends ,body contact ,all houses should have toilette eating of bush meat ,0 ,lack of finance to carried out the excerpter 
2014-11-28,Port Loko,Maforki,Magbengbeh,Mabonkeli,NA ,1 ,1 ,Asst youth Leader ,Very High ,late response of the medical teams to collect patient ,Through body contact of a sick person ,Through body contact and washing of dead bodies ,"hiding a sick in the community is a crime and pay 500,000 lines ",That they have learn a lot from a Restless and will bat to a good practices ,lack of finance to carried out the excerpter 
2014-11-28,Port Loko,Maforki,Thawuya,Maforay,NA ,1 ,1 ,Youth Leader ,Medium ,when schools will be re-opens ,when will Ebola comes to an end ,body contact and touching ,strangers are not allowancing of hands with soap and water ,what government has put in place for does in the village ,ready to do the work 
2014-11-28,Port Loko,Maforki,Mabgbeni,Makalay,NA ,1 ,1 ,Youth Leader ,Medium ,the Delaney of the ambulance ,why they stop their movement within the district ,washing of dead bodies and body contact ,No body contact and isolation of the sick frequently washing hands ,willing to abide to the rule in the community ,The committeemen of the community people 
2014-11-28,Port Loko,Maforki,Makorbolai,Makorie,NA ,1 ,1 ,Youth Leader ,Very High ,Delay in the response of the ambulance ,If Ebola will continue till Restless time in the field ,Washing the sea and taking care of the sick ,Waring of hands with choline no strangers in the community ,People are suffering as a result of the Ebola ,0 
2014-11-28,Port Loko,Maforki,Marunia,Makoya,NA ,1 ,1 ,Champion ,Very High ,want Ebola to be eradicated ,if there is a cure for Ebola ,touching the sick and dead ,report sick people in the communality bike allowed after 7:00 ,delay in the responded of the 117 ,needs logistics to carry out the action plan 
2014-11-28,Port Loko,Maforki,Gberay-Thunkara,Mapohum,NA ,1 ,1 ,Health Worker ,High ,the community is not happy with the burial team ,A long does busy meat cook in other to prevent Ebola and is Ebola in chicken and pig ,is by bush meat and and bat ,No body should should bury their dead wash hands with soap and water ,the community has not farming now due to Ebola ,Because of their experience in the Ebola deaths in their community 
